index1,County,Year,ShelterID,BusName,City,Zip,License Type,DogSold,PupSold,CatSold,KitSold,ExoticSold,BegInvDog,DogRec,DogAdopt,DogReclaim,DogEuth,EndInvDogs,BegInvCat,CatRec,CatsAdopt,CatsReclaim,CatEuth,EndInvCats,BegInvOther,OtherRec,OtherAdopt,OtherReclaim,OtherEuth,EndInvOther,AllRec,AllAdopt,AllReclaim,AllEuth,2010
2171,Wabash,2010,418,Wabash County Animal Control,Mt. Carmel,62863,0,0,0,0,0,0,0,354,77,37,2,0,0,244,93,3,4,0,0,0,0,0,0,0,598,170,40,6,
2175,Warren,2010,2945,Warren County Dog Pound,Monmouth,61462,Animal Control,0,0,0,0,0,0,241,83,127,11,0,0,225,180,2,41,0,0,0,0,0,0,0,466,263,129,52,
2178,Warren,2010,10075,Western Illinois Animal Rescue Inc.,Monmouth,61462,Animal Shelter,0,0,0,0,0,0,60,40,0,5,0,0,75,30,0,15,0,0,0,0,0,0, ,135,70,0,20,
2188,Washington,2010,3796,Washington County Animal Control,Nashville,62263,Animal Control,0,0,0,0,0,0,283,201,75,7,0,0,212,208,1,3,0,0,0,0,0,0, ,495,409,76,10,
2195,Wayne,2010,7575,Wayne County Humane Society,Fairfield,62837,Animal Shelter,0,0,0,0,0,0,564,121,65,80,0,0,512,45,1,466,0,0,0,0,0,0, ,1076,166,66,546,
2200,White,2010,3791,Carmi City Dog Pound,Carmi,62821,Animal Control,0,0,0,0,0,0,304,100,84,120,0,0,0,0,0,0,0,0,0,0,0,0, ,304,100,84,120,
2203,White,2010,7123,Grayville City Dog Pound,Grayville,62844,Animal Control,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0, ,32,0,32,0,
2213,Whiteside,2010,10093,Village of Tampico,Tampico,61283,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2216,Whiteside,2010,7583,Whiteside County Pound,Rock Falls,61071,Animal Control,0,0,0,0,0,0,518,32,244,206,0,0,252,9,5,198,0,0,0,0,0,0,0,770,41,249,404,
2227,Will,2010,13677,Aloha (A Love Of Homeless Animals),Bolingbrook,60490,Animal Shelter,0,0,0,0,0,0,18,18,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,38,38,0,0,
2230,Will,2010,13826,Angels On Wheels Animal Rescue NFP,Naperville,60564,0,11,58,3,62,0,0,74,69,0,0,0,0,66,65,0,0,0,0,0,0,0,0,0,140,134,0,0,
2233,Will,2010,12078,Bernese Mountain Dog Club of NI Rescue,Shorewood,60431,Animal Shelter,6,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,
2236,Will,2010,4530,Bolingbrook Animal Control & Care,Bolingbrook,60440,Animal Control,0,0,0,0,0,0,410,70,305,11,0,0,221,123,11,22,0,0,12,12,0,0, ,643,205,316,33,
