index,County,Year,ShelterID,BusName,City,Zip,License Type,DogSold,PupSold,CatSold,KitSold,ExoticSold,BegInvDog,DogRec,DogAdopt,DogReclaim,DogEuth,EndInvDogs,BegInvCat,CatRec,CatsAdopt,CatsReclaim,CatEuth,EndInvCats,BegInvOther,OtherRec,OtherAdopt,OtherReclaim,OtherEuth,EndInvOther,AllRec,AllAdopt,AllReclaim,AllEuth
148,Lasalle,2010,10281,Illinois Valley Animal Rescue,Lasalle,61301,Animal Shelter,0,0,0,0,0,0,275,225,35,15,0,0,600,100,15,485,0,0,2,0,2,0,0,877,325,52,500
149,Livingston,2010,10364,Guardian Angel Basset Rescue Inc.,Dwight,60420,Animal Shelter,0,0,0,0,0,0,220,200,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,220,200,5,5
150,Will,2010,10409,C.O.P.E.,Joliet,60431,Animal Shelter,0,0,0,0,0,0,2,2,0,0,0,0,82,75,2,1,0,0,0,0,0,0, ,84,77,2,1
151,Woodford,2010,10437,City of El Paso,El Paso,61738,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0
152,Randolph,2010,10487,Randolph County Humane Society,Sparta,62286,Animal Shelter,0,0,0,0,0,0,190,49,4,10,0,0,51,18,14,4,0,0,0,0,0,0,0,241,67,18,14
153,Dekalb,2010,10584,Tails Humane Society,Dekalb,60115,Animal Shelter,0,0,0,0,0,0,1004,867,34,68,0,0,1068,881,36,167,0,0,188,126,1,9,0,2260,1874,71,244
154,Hancock,2010,10626,Hearts of Hancock Humane Society,Carthage,62321,Animal Shelter,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
155,Johnson,2010,10693,Goines Kennels,Vienna,62995,Animal Control,0,0,0,0,0,0,431,0,72,359,0,0,28,0,0,28,0,0,0,0,0,0,0,459,0,72,387
156,Perry,2010,10838,Perry County Humane Society,Duquoin,62832,Animal Shelter,0,0,0,0,0,0,137,55,2,1,0,0,55,12,0,0,0,0,0,0,0,0,0,192,67,2,1
157,Scott,2010,10871,Scott County Dog Rescue,Winchester,62694,Animal Shelter,0,0,0,0,0,0,183,173,0,0,0,0,20,18,0,0,0,0,0,0,0,0,0,203,191,0,0
158,Sangamon,2010,10913,Illinois Humane,Springfield,62704,Animal Shelter,0,0,0,0,0,0,11,12,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,14,15,0,1
159,Kendall,2010,10937,Western Irish Setter Club Inc.,Minooka,60447,Animal Shelter,0,0,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,16,0,0
160,Champaign,2010,10984,Prairieland Anti-Cruelty Program,Champaign,61822,Animal Shelter,0,0,0,0,0,0,9,7,0,7,0,0,304,122,0,90,0,0,0,0,0,0,0,313,129,0,97
161,Madison,2010,10989,Partners For Pets Humane Society,St. Jacob,62281,Animal Shelter,0,0,0,0,0,0,736,661,0,10,0,0,316,441,0,10,0,0,0,0,0,0,0,1052,1102,0,20
162,Peoria,2010,11004,Pets For Seniors,Brimfield,61517,Animal Shelter,0,0,0,0,0,0,56,55,0,1,0,0,53,49,0,1,0,0,0,0,0,0,0,109,104,0,2
163,Jasper,2010,11194,Jasper County Animal Control,Newton,62448,Animal Control,0,0,0,0,0,0,151,1,64,86,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1,64,86
164,Will,2010,11247,Greater Chicago Caged Bird Club,Lockport,60441,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,117,0,3, ,133,117,0,3
165,Fayette,2010,11249,Second Chance Animal Rescue,Vandalia,62471,Animal Shelter,50,120,0,0,0,0,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,0,0
166,Coles,2010,11250,Genesis Animal Rescue,Mattoon,61938,Animal Shelter,0,0,0,0,0,0,87,75,1,1,0,0,45,25,14,0,0,0,0,0,0,0,0,132,100,15,1
167,Champaign,2010,11459,Wing of Wonder Avian Rescue,Mahomet,61853,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,32,0,2,0,64,32,0,2
168,Monroe,2010,11527,Humane Society of Monroe County,Red Bud,62278,Animal Shelter,0,0,0,0,0,0,223,186,0,3,0,0,146,112,0,2,0,0,2,2,0,0,0,371,300,0,5
169,Champaign,2010,11647,Champaign County Animal Services,Urbana,61820,Animal Control,0,0,0,0,0,0,1172,200,507,465,0,0,884,421,49,414,0,0,17,10,1,6,0,2073,631,557,885
170,Mason,2010,11651,Pets Without Parents,Easton,62633,Animal Shelter,0,0,0,0,0,0,189,89,37,43,0,0,179,53,8,95,0,0,0,0,0,0,0,368,142,45,138
171,Kankakee,2010,11653,New Beginnings For Cats,Bourbonnais,60914,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,168,280,0,36,0,0,0,0,0,0,0,168,280,0,36
172,Champaign,2010,11702,Catsnap,Champaign,61820,Animal Shelter,0,0,0,0,0,0,17,14,1,0,0,315,264,3,7,0,0,0,0,0,0,0,0,281,17,8,0
173,Jefferson,2010,11881,Australian Cattle Dog Rescue Of IL,Texico,62889,Dog Dealer,0,0,0,0,0,0,354,309,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,354,309,0,11
174,Carroll,2010,11883,Heartland Pet Welfare Inc.,Savanna,61074,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,120,105,1,5,0,0,0,0,0,0,0,120,105,1,5
175,Kendall,2010,11945,Greater Chicago Cavalier Rescue,Yorkville,60560,Animal Shelter,0,0,0,0,0,0,68,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,56,0,0
176,Rock Island,2010,12028,Rock Island County Animal Care & Control,Moline,61265,Animal Control,0,0,0,0,0,0,2307,1782,876,528,0,0,1894,902,39,868,0,0,74,25,4,39,0,4275,2709,919,1435
177,Jackson,2010,12038,St. Francis Care,Murphysboro,62966,Animal Shelter,0,0,0,0,0,0,413,340,4,10,0,0,79,67,0,1,0,0,0,0,0,0,0,492,407,4,11
178,Will,2010,12078,Bernese Mountain Dog Club of NI Rescue,Shorewood,60431,Animal Shelter,6,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0
179,Henry,2010,12142,Henry CO Humane Society Geneseo Chapter,Genoseo,61254,Animal Shelter,0,0,0,0,0,0,45,44,0,1,0,0,286,304,0,8,0,0,0,0,0,0,0,331,348,0,9
180,Boone,2010,12181,Fresh Start Animal Rescue Inc.,Belvidere,61008,Animal Shelter,0,0,0,0,0,0,476,422,0,2,0,0,133,129,0,3,0,0,0,0,0,0,0,609,551,0,5
181,Greene,2010,12195,Ghrist Vet Clinic--Carrollton Branch,Carrollton,62016,Animal Control,0,0,0,0,0,0,200,48,23,129,0,0,98,2,1,95,0,0,0,0,0,0,0,298,50,24,224
182,Clinton,2010,12630,Centralia Humane Society,Centralia,62801,Animal Shelter,0,0,0,0,0,0,130,122,12,0,0,0,117,57,10,0,0,0,0,0,0,0,0,247,179,22,0
183,Macon,2010,12676,Pet Tracks,Decatur,62526,Animal Shelter,0,0,4,0,0,0,0,0,0,0,0,0,6,4,0,1,0,0,0,0,0,0,0,6,4,0,1
184,Randolph,2010,12697,Gunner's Run Rescue,Ruma,62278,Animal Shelter,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0
185,Stephenson,2010,12772,Critter Camp,German Valley,61039,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,36,0,0,0,232,36,0,0
186,St. Clair,2010,12774,Midwest Schipperke Rescue Inc.,O'Fallon,62269,Animal Shelter,0,0,0,0,0,0,12,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,1
187,Logan,2010,12805,Humane Society of Logan County,Lincoln,62656,Animal Shelter,0,0,0,0,0,0,19,19,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,34,32,0,0
188,Bond,2010,12864,Bond County Humane Society,Greenville,62246,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,61,52,0,4,0,0,0,0,0,0,0,61,52,0,4
189,Will,2010,13180,H.A.P.P.E Parrots Rescue Inc.,Bolingbrook,60440,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,2,1, ,21,11,2,1
190,Montgomery,2010,13249,Montgomery Co Animal Control and Shelter,Hillsboro,62049,Animal Control,0,0,0,0,0,0,481,346,121,14,0,0,138,113,1,24,0,0,0,0,0,0,0,619,459,122,38
191,Dewitt,2010,13301,"Second Chance Pet Adoptions, Inc.",Clinton,61727,Animal Shelter,0,0,0,0,0,0,0,72,0,2,0,0,0,41,0,0,0,0,0,0,0,0,0,0,113,0,2
192,Adams,2010,13357,City of Quincy Animal Shelter,Quincy,62301,Animal Control,0,0,0,0,0,0,531,266,265,141,0,0,757,85,24,648,0,0,29,27,0,2,0,1317,378,289,791
193,Lasalle,2010,13358,City of Streator Animal Control,Streator,61364,Animal Control,0,0,0,0,0,0,90,0,80,10,0,0,75,0,0,75,0,0,0,0,0,0,0,165,0,80,85
194,Sangamon,2010,13501,Canine Solutions Rescue,Rochester,62563,Animal Shelter,30,11,0,0,0,0,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,0,0
195,Will,2010,13512,Making A Difference Rescue,Channahon,60410,Animal Shelter,0,0,0,0,0,0,59,48,0,0,0,0,10,5,0,0,0,0,0,0,0,0, ,69,53,0,0
196,Winnebago,2010,13587,Robinson Parrot Rescue,Rockford,61103,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0, ,0,7,0,0
197,Will,2010,13632,English Springer Rescue America Inc.,New Lenox,60451,Animal Shelter,0,0,0,0,0,0,88,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,83,0,1
198,Will,2010,13646,Hope 4 Paws Rescue,Plainfield,60586,Animal Shelter,79,39,0,3,0,0,120,118,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,120,118,0,2
199,Will,2010,13677,Aloha (A Love Of Homeless Animals),Bolingbrook,60490,Animal Shelter,0,0,0,0,0,0,18,18,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,38,38,0,0
200,Will,2010,13679,Critter Corral Guinea Pig Rescue,Crete,60417,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,175,0,5, ,200,175,0,5
201,Peoria,2010,13702,Paws Giving Independence NFP,Peoria,61614,Animal Shelter,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0
202,Madison,2010,13730,Dachshund Rescue of St. Louis,Highland,62249,Animal Shelter,0,0,0,0,0,0,35,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,1
203,Livingston,2010,13734,Livco Animal Control Inc.,Fairbury,61739,Animal Control,0,0,0,0,0,0,189,99,73,17,0,0,27,0,16,11,0,0,12,12,0,0,0,228,111,89,28
204,Knox,2010,13761,Guardian Angels Humane Society,Galesburg,61401,Animal Shelter,0,0,0,0,0,0,13,13,0,0,0,0,102,78,0,0,0,0,5,7,0,0,0,120,98,0,0
205,Macon,2010,13788,Illinois English Bulldog Rescue,Decatur,62526,Animal Shelter,0,0,0,0,0,0,90,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,80,0,2
206,Kendall,2010,13789,Eye On The Sparrow,Plano,60545,None,0,0,0,0,0,0,253,250,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,253,250,1,2
207,Iroquois,2010,13793,Iroquois County Animal Rescue NFP,Iroquois,60945,Animal Shelter,0,0,176,40,0,0,0,0,0,0,0,0,304,216,2,4,0,0,0,0,0,0,0,304,216,2,4
208,Piatt,2010,13808,Village of Mansfield ,Mansfield ,61854,Animal Shelter,0,0,0,0,0,0,14,0,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15,0,15,0
209,LaSalle,2010,13822,Illinois Valley Cat Taxi,Mendota,61342,Animal Shelter,0,0,0,0,0,0,3,3,0,0,0,0,238,230,0,0,0,0,0,0,0,0,0,241,233,0,0
210,Kankakee,2010,13825,Village of Manteno Animal Control,Manteno,60950,Animal Control,0,0,0,0,0,0,20,1,14,5,0,0,8,2,2,4,0,0,0,0,0,0,0,28,3,16,9
211,Will,2010,13826,Angels On Wheels Animal Rescue NFP,Naperville,60564,None,11,58,3,62,0,0,74,69,0,0,0,0,66,65,0,0,0,0,0,0,0,0,0,140,134,0,0
212,Macoupin,2010,13833,Feathered Nest,Brighton,62012,Animal Shelter,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0
213,Jackson,2010,13839,Midwest Animal Rescue Service,Murphysboro,62966,Animal Shelter,2,57,0,3,0,0,59,59,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,62,62,0,0
214,Will,2010,13841,Wire Fox Terrier Rescue Midwest,Mokena,60448,Animal Shelter,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0
215,Union,2010,13872,Cache Creek Animal Rescue,Anna,62906,Animal Shelter,0,0,0,0,0,0,673,513,18,34,0,0,199,168,0,27,0,0,1,1,0,0,0,873,682,18,61
216,Edgar,2010,13885,Save a Mutt Shelter & Rescue,Chrisman,61924,Animal Shelter,0,0,0,0,0,0,162,112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,112,2,0
217,Effingham,2010,13912,E.A.R.S.,Effingham,62401,Animal Shelter,0,0,0,0,0,0,183,179,1,2,0,0,60,35,0,4,0,0,1,0,0,0,0,244,214,1,6
218,Peoria,2010,13920,Peoria County Animal Welfare Shelter,Peoria,61603,Animal Control,0,0,0,0,0,0,2564,632,566,1161,0,0,2837,476,36,2269,0,0,156,57,3,70,0,5557,1165,605,3500
219,Knox,2010,13922,River King Newfoundland Club Rescue,Brighton,62012,Animal Shelter,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0
220,Hancock,2010,13923,West Hancock Canine Rescue,Nauvoo,62354,Animal Shelter,0,0,0,0,0,0,191,4,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,197,4,1,0
221,Madison,2010,13934,Come Bye Border Collie Rescue,Highland  ,62249,Animal Shelter,0,0,0,0,0,0,22,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,0,3
222,Tazewell,2010,13939,New Spirit Laussie Rescue,Washington,61571,Animal Shelter,0,0,0,0,0,0,111,77,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,111,77,0,3
223,Shelby,2010,13942,Village of Herrick,Herrick,62431,Animal Control,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0
224,Vermilion,2010,13949,Citizens For Animal Rescue And Adoption,Tilton,61833,Animal Shelter,49,56,86,66,0,0,105,105,0,0,0,0,294,152,4,0,0,0,0,0,0,0,0,399,257,4,0
225,Kendall,2010,13987,Jellystone Bark's Rescue Rangers,Oswego,60543,Animal Shelter,20,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226,Crawford,2010,14047,Crawford County Spay & Neuter Foundation,Robinson,62454,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,76,31,0,9,0,0,0,0,0,0,0,76,31,0,9
227,Calhoun,2010,14049,Andrea's Adoptive Puppies,Hardin,62047,Animal Shelter,0,0,0,0,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0,0
228,Montgomery,2010,14054,Paws Care Inc.,Taylor Springs,62017,Animal Shelter,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
229,Winnebago,2010,14064,"Good Shepherd Animal Sanctuary, INC.",Rockford,61103,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Will,2010,14074,Kings Promise All Breed Rescue,Frankfort,60423,Animal Shelter,13,21,0,0,0,0,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,37,34,0,0
231,Adams,2010,14089,Quincy K-9 Connection,Quincy,62305,Animal Shelter,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
232,Carroll,2011,15,Carroll County Animal Pound,Mt. Carroll,61053,Animal Control,0,0,0,0,0,6,99,43,45,16,1,0,0,0,0,0,0,0,0,0,0,0,0,99,43,45,16
233,Champaign,2011,22,Rantoul Dog Pound,Rantoul,61866,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Christian,2011,29,Christian County Animal Control,Taylorville,62568,Animal Control,0,0,0,0,0,0,0,102,70,27,0,0,32,31,1,1,0,0,0,0,0,0,0,32,133,71,28
235,Clark,2011,31,City of Casey,Casey,62420,Animal Control,0,0,0,0,0,0,40,0,25,0,2,0,0,0,0,0,0,0,1,0,1,0,0,41,0,26,0
236,Edgar,2011,169,Edgar County Animal Control,Paris,61944-0381,Animal Control,0,0,0,0,0,10,356,182,152,24,7,0,0,0,0,0,0,0,0,0,0,0,0,356,182,152,24
237,Effingham,2011,171,Effingham County Animal Control,Effingham,62401,Animal Control,50,73,7,16,0,9,340,123,66,151,5,3,169,23,0,146,0,0,0,0,0,0,0,509,146,66,297
238,Fulton,2011,189,Fulton County Animal Control,Canton,61520,Animal Control,0,0,0,0,0,0,526,433,89,8,0,0,372,443,3,5,0,0,0,0,0,0,0,898,876,92,13
239,Jackson,2011,204,Humane Society of Southern Illinois,Carbondale,62903,Animal Shelter,0,0,0,0,0,1001,1001,307,199,465,11,1713,1713,315,38,1312,25,137,137,15,1,102,0,2851,637,238,1879
240,McDonough,2011,266,McDonough County Animal Shelter,Macomb,61455, Animal Control,0,0,0,0,0,10,620,275,97,12,19,34,772,225,11,156,21,0,0,0,0,0,0,1392,500,108,168
241,Madison,2011,299,Madison County Rabies Control,Edwardsville,62025,Animal Control,0,0,0,0,0,0,1604,340,308,917,0,0,2085,161,27,1864,0,0,0,0,0,0,0,3689,501,335,2781
242,Marion,2011,310,City of Centralia,Centralia,62801,0,0,0,0,0,0,0,768,35,148,103,0,0,253,12,6,18,0,0,0,0,0,0,0,1021,47,154,121
243,Massac,2011,320,Metropolis Animal Control,Metropolis,62960,Animal Control,0,0,0,0,0,256,256,183,31,42,0,0,0,0,0,0,0,0,0,0,0,0,0,256,183,31,42
244,Morgan,2011,325,Morgan County Animal Control,Jacksonville,62650,Animal Control,0,0,0,0,0,0,423,128,0,13,0,0,484,43,0,20,0,0,0,0,0,0,0,907,171,0,33
245,Randolph,2011,352,Sparta Animal Control,Sparta,62286,Animal Control,0,0,0,0,0,0,98,10,0,42,0,0,72,0,0,72,0,0,0,0,0,0,0,170,10,0,114
246,Richland,2011,356,Richland County Animal Control Center,Olney,62450,Animal Control,0,0,0,0,0,12,391,9,62,63,12,7,370,3,1,225,7,0,1,1,0,0,0,762,13,63,288
247,Schuyler,2011,396,Schuyler County Dog Pound,Rushville,62681,Animal Control,0,0,0,0,0,0,132,108,17,7,0,0,8,5,0,3,0,0,1,1,0,0,0,141,114,17,10
248,Stephenson,2011,399,Freeport Animal Hospital Inc.,Freeport,61032,Animal Control,20,12,33,40,0,6,123,67,38,22,2,6,79,28,4,42,11,0,0,0,0,0,0,202,95,42,64
249,Stephenson,2011,400,Freeport City Pound,Freeport,61032,Animal Control,0,0,0,0,0,0,283,0,122,0,0,0,0,0,0,0,0,0,133,0,0,133,0,416,0,122,133
250,Tazewell,2011,408,Tazewell Animal Protective Society,Pekin,61554,Animal Shelter,0,0,0,0,0,75,361,362,4,2,68,146,130,112,1,3,90,0,0,0,0,0,0,491,474,5,5
251,Vermilion,2011,415,Humane Society Of Danville,Danville,61832,Animal Shelter,0,0,0,0,0,37,942,235,0,363,34,32,783,108,0,530,14,0,15,11,1,0,0,1740,354,1,893
252,Wabash,2011,418,Wabash County Animal Control,Mt. Carmel,62863,0,0,0,0,0,0,18,481,86,32,9,16,22,232,116,2,4,17,0,0,0,0,0,0,713,202,34,13
253,Kendall,2011,478,Kendall County Animal Control,Yorkville,60560,Animal Control,102,10,51,11,0,10,278,166,95,18,9,4,122,110,3,6,7,0,0,0,0,0,0,400,276,98,24
254,Will,2011,486,TLC Animal Shelter & Humane Society,Homer Glen,60491,Animal Shelter,0,0,0,0,0,13,998,936,4,62,14,6,368,329,1,38,10,2,30,24,0,6,2,1396,1289,5,106
255,Dewitt,2011,1395,Dewitt County Animal Control,Clinton,61727-9247,Animal Control,0,0,0,0,0,3,118,41,41,11,8,23,111,75,0,32,14,1,1,1,0,0,0,230,117,41,43
256,Hancock,2011,1520,Hancock County Dog Pound,Basco,62313,0,0,0,0,0,0,0,320,217,56,47,0,0,0,0,0,0,0,0,0,0,0,0,0,320,217,56,47
257,Madison,2011,1909,Granite City Humane Shelter,Granite City,62040,Animal Control,0,0,0,0,0,0,500,10,89,401,0,0,660,5,20,635,0,0,0,0,0,0,0,1160,15,109,1036
258,Williamson,2011,2354,City of Marion,Marion,62959,Animal Control,0,0,0,0,0,0,202,120,21,8,0,0,69,43,3,7,0,0,0,0,0,0, ,271,163,24,15
259,Marshall,2011,2440,Marshall County Dog Pound,Lacon,61540,Animal Control,0,0,0,0,0,0,175,150,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,175,150,0,25
260,Warren,2011,2945,Warren County Dog Pound,Monmouth,61462,Animal Control,0,0,0,0,0,8,194,79,106,11,6,4,68,71,0,1,0,0,1,1,0,0,0,263,151,106,12
261,Sangamon,2011,3257,Sangamon County Animal Countrol CTR.,Springfield,62703,Animal Control,687,152,274,379,7,0,2437,839,483,679,0,0,1933,653,16,978,0,0,533,7,0,79,0,4903,1499,499,1736
262,Douglas,2011,3259,Douglas County Animal Control,Tuscola,61953-0192,Animal Control,54,18,7,21,0,0,79,54,12,6,7,0,31,28,0,3,0,0,0,0,0,0,0,110,82,12,9
263,Dekalb,2011,3343,Dekalb County Animal Shelter,Genoa,60135-7612,Animal Shelter,0,0,0,0,0,20,207,165,19,18,25,45,181,98,10,28,93,0,2,2,0,0,0,390,265,29,46
264,Boone,2011,3508,Boone County Animal Control,Belvidere,61008,Animal Control,0,0,0,0,0,0,403,101,199,103,0,0,37,1,0,36,0,0,18,2,0,16,0,458,104,199,155
265,Clinton,2011,3586,Clinton County Animal Control,Carlyle,62231,Animal Control,0,0,0,0,0,4,451,147,180,120,8,6,484,80,39,365,6,0,0,0,0,0,0,935,227,219,485
266,Will,2011,3595,Village of Romeoville ,Romeoville,60446,Animal Control,0,0,0,0,0,0,268,72,196,0,0,0,51,39,10,2,0,0,0,0,0,0,0,319,111,206,2
267,Kane,2011,3626,Aurora Animal Control & Care,Aurora,60506,Animal Control,0,0,0,0,0,18,1477,242,428,611,33,51,1452,274,34,850,16,0,1121,4,3,303,0,4050,520,465,1764
268,Grundy,2011,3700,Grundy County Animal Control,Morris,60450,Animal Control,0,0,0,0,0,0,268,85,117,62,22,0,299,109,3,192,23,0,2,0,0,0,2,569,194,120,254
269,White,2011,3791,Carmi City Dog Pound,Carmi,62821,Animal Control,0,0,0,0,0,0,192,41,103,51,0,0,0,0,0,0,0,0,0,0,0,0,0,192,41,103,51
270,Washington,2011,3796,Washington County Animal Control,Nashville,62263,Animal Control,0,0,0,0,0,0,337,253,70,14,0,0,312,298,12,2,0,0,0,0,0,0,0,649,551,82,16
271,Jersey,2011,3850,Jerseyville Animal Control,Jerseyville,62052,Animal Control,0,0,0,0,0,0,166,14,23,116,0,0,61,11,2,45,0,0,0,0,0,0,0,227,25,25,161
272,Will,2011,3874,Will County Humane Society,Shorewood,60404,Animal Shelter,208,112,41,73,0,38,205,208,0,1,34,91,23,41,0,0,73,0,0,0,0,0,0,228,249,0,1
273,Madison,2011,3923,Warren Billhartz Animal Shelter,Collinsville,62234,0,0,0,0,0,0,1,342,18,146,21,5,3,351,13,1,64,17,1,73,1,0,57,0,766,32,147,142
274,Kankakee,2011,3970,Kankakee County Animal Control Center,Kankakee,60901,Animal Control,0,0,0,0,0,0,873,279,251,343,0,0,346,188,3,155,0,0,42,17,0,25,0,1261,484,254,523
275,Tazewell,2011,4246,Tazewell County Animal Control,Tremont,61568,Animal Control,63,5,24,22,0,0,1009,68,385,378,0,0,1120,46,28,884,0,0,170,0,1,69,0,2299,114,414,1331
276,Bond,2011,4351,Bond County/City of Greenville,Greenville,62246,Animal Control,0,0,0,0,0,5,159,14,70,71,4,0,0,0,0,0,0,0,0,0,0,0,0,159,14,70,71
277,Will,2011,4363,Frankfort TWP. Animal Control,Frankfort,60423,Animal Control,0,0,0,0,0,0,130,12,117,1,0,0,45,33,7,5,0,0,11,3,0,8,0,186,48,124,14
278,Woodford,2011,4437,City of Minonk,Minonk,61760,Animal Control,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
279,Saline,2011,4465,Saline County Animal Control,Harrisburg,62946,Animal Control,0,0,0,0,0,10,531,5,61,261,10,0,283,1,1,253,0,0,0,0,0,0,0,814,6,62,514
280,Franklin,2011,4486,Franklin County Animal Control,Benton,62812,Animal Control,0,0,0,0,0,0,1128,120,160,550,0,0,396,12,8,132,0,0,0,0,0,4,0,1524,132,168,686
281,Will,2011,4530,Bolingbrook Animal Control & Care,Bolingbrook,60440,Animal Control,0,0,0,0,0,3,448,95,279,16,5,5,244,130,10,47,3,1,6,2,0,4,0,698,227,289,67
282,Henderson,2011,4651,Henderson County Dog Pound,Oquawka,61469,0,0,0,0,0,0,0,86,21,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,86,21,60,5
283,Will,2011,4714,Joliet TWP Animal Control Center,Joliet,60436,Animal Control,0,0,0,0,0,36,1149,436,424,286,39,45,871,285,12,564,50,0,3,10,8,3,1,2023,731,444,853
284,Macon,2011,4811,Macon County Animal Control & Care Ctr,Decatur,62526,Animal Control,0,0,0,0,0,0,1428,450,314,653,0,0,1603,383,25,1097,0,0,225,14,0,211,0,3256,847,339,1961
285,Kankakee,2011,4822,Kanakakee County Humane Society Inc.,Kankakee,60901,Animal Shelter,0,0,0,0,0,32,228,240,1,4,15,25,97,93,0,1,28,0,0,0,0,0,0,325,333,1,5
286,Perry,2011,4839,Perry County Animal Control,Pinckneyville,62274,Animal Control,0,0,0,0,0,42,323,248,79,35,3,26,139,96,3,40,26,0,0,0,0,0,0,462,344,82,75
287,Macoupin,2011,4869,Macoupin County Animal Control,Carlinville,62626,Animal Control,0,0,0,0,0,0,923,482,211,230,0,0,817,503,175,139,0,0,15,11,4,0,0,1755,996,390,369
288,Rock Island,2011,4875,City of Silvis,Silvis,61282,Animal Control,0,0,0,0,0,0,31,0,20,0,0,0,20,1,3,0,0,0,0,0,0,0,0,51,1,23,0
289,Jodaviess,2011,4982,Village of Warren,Warren,61087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Shelby,2011,4991,Shelby County Animal Control,Shelbyville,62565,Animal Control,0,0,0,0,0,4,204,75,77,52,4,0,21,15,2,4,0,0,1,1,0,0,0,226,91,79,56
291,Henry,2011,5008,Henry County Animal Shelter,Cambridge,61238,Animal Control,0,0,0,0,0,2,94,47,42,5,2,0,0,0,0,0,0,0,0,0,0,0,0,94,47,42,5
