index,County,Year,ShelterID,BusName,City,Zip,License Type,DogSold,PupSold,CatSold,KitSold,ExoticSold,BegInvDog,DogRec,DogAdopt,DogReclaim,DogEuth,EndInvDogs,BegInvCat,CatRec,CatsAdopt,CatsReclaim,CatEuth,EndInvCats,BegInvOther,OtherRec,OtherAdopt,OtherReclaim,OtherEuth,EndInvOther,AllRec,AllAdopt,AllReclaim,AllEuth
732,Washington,2013,3796,Washington County Animal Control,Nashville,62263,Animal Control,0,0,0,0,0,7,197,134,55,8,7,0,332,330,0,2,0,0,0,0,0,0,0,529,464,55,10
733,Jersey,2013,3850,Jerseyville Animal Control,Jerseyville,62052,Animal Control,0,0,0,0,0,0,140,22,30,93,93,0,75,0,1,74,0,0,0,0,0,0,0,215,22,31,167
734,Will,2013,3874,Will County Humane Society,Shorewood,60431,Animal Shelter,0,0,0,0,0,0,138,115,12,4,0,0,60,71,0,3,0,0,4,2,0,0,2,202,188,12,7
735,Madison,2013,3923,Warren Billhartz Animal Shelter,Collinsville,62234,Animal Control,0,0,0,0,0,9,285,47,149,22,4,10,276,63,7,40,19,0,128,0,0,40,0,689,110,156,102
736,Kankakee,2013,3970,Kankakee County Animal Control Center,Kankakee,60901,Animal Control Facility,0,0,0,0,0,0,727,280,217,228,0,0,241,141,3,97,0,0,106,34,11,61,0,1074,455,231,386
737,Tazewell,2013,4246,Tazewell County Animal Control,Tremont,61568,Animal Control,37,2,44,12,0,7,848,39,332,272,212,6,942,56,28,645,219,0,158,2,1,22,133,1948,97,361,939
738,Bond,2013,4351,Bond County/City of Greenville,Greenville,62246,Animal Control,0,0,0,0,0,1,62,0,20,28,0,0,15,0,0,15,0,0,0,0,0,0,0,77,0,20,43
739,Will,2013,4363,Frankfort TWP. Animal Control,Frankfort,60423,Animal Control,0,0,0,0,0,0,113,24,87,2,0,0,63,50,10,3,0,0,4,3,1,0,0,180,77,98,5
740,Woodford,2013,4437,City of Minonk,Minonk,61760,Animal Control,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
741,Saline,2013,4465,Saline County Animal Control,Harrisburg,62946,Animal Control,0,0,0,0,0,7,459,28,63,79,8,0,347,5,5,234,3,0,0,0,0,0,0,806,33,68,313
742,Franklin,2013,4486,Franklin County Animal Control,Benton,62812,Animal Control,0,0,0,0,0,8,772,118,128,523,11,6,1107,9,8,1090,0,0,0,0,0,0,0,1879,127,136,1613
743,Will,2013,4530,Bolingbrook Animal Control & Care,Bolingbrook,60440,Animal Control,0,0,0,0,0,1,327,82,205,18,7,1,186,79,33,48,7,9,17,17,0,0,0,530,178,238,66
744,Henderson,2013,4651,Henderson County Dog Pound,Oquawka,61469,Animal Control,0,0,0,0,0,0,82,27,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,82,27,50,5
745,Will,2013,4714,Joliet TWP Animal Control Center,Joliet,60436,Animal Control,0,0,0,0,0,32,1295,495,500,310,22,50,1047,237,26,777,57,1,13,9,0,3,2,2355,741,526,1090
746,Macon,2013,4811,Macon County Animal Control & Care Ctr,Decatur,62526,Animal Control,0,0,0,0,0,101,1280,497,315,454,94,130,1294,536,19,671,88,0,172,6,2,102,0,2746,1039,336,1227
747,Kankakee,2013,4822,"Kankakee County Humane Society, Inc.",Kankakee,60901,Animal Shelter,0,0,0,0,0,26,286,271,0,3,38,29,97,111,0,0,43,0,0,0,0,0,0,383,382,0,3
748,Perry,2013,4839,Perry County Animal Control,Pinckneyville,62274,Animal Control,0,0,0,0,0,4,244,161,62,21,3,0,140,94,0,46,0,0,0,0,0,0,0,384,255,62,67
749,Macoupin,2013,4869,Macoupin County Animal Control,Carlinville,62626,Animal Control,0,0,0,0,0,28,734,496,197,22,47,28,425,272,83,3,80,0,5,2,3,0,0,1164,770,283,25
750,Rock Island,2013,4875,City of Silvis,Silvis,61282,Animal Control,0,0,0,0,0,0,46,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,59,0,0,0
751,Jodaviess,2013,4982,Village of Warren,Warren,61087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,Shelby,2013,4991,Shelby County Animal Control,Shelbyville,62565,Animal Control,0,0,0,0,0,2,163,96,35,32,6,0,45,33,6,6,2,0,2,2,0,0,0,210,131,41,38
753,Henry,2013,5008,Henry County Animal Shelter,Cambridge,61238,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,Jefferson,2013,5064,Jefferson Co. Animal Control,Mt. Vernon,62864,Animal Control,0,0,0,0,0,14,1053,558,184,235,88,6,842,199,8,589,52,0,0,0,0,0,0,1895,757,192,824
755,Winnebago,2013,5140,Winnebago County Animal Services,Rockford,61103,Animal Control,0,0,0,0,0,83,2838,561,933,1192,63,63,3551,770,80,2584,94,2,1295,28,3,913,8,7684,1359,1016,4689
756,Henry,2013,5196,Geneseo Police Department,Geneseo,61254,Animal Control,0,0,0,0,0,0,37,5,32,0,0,0,12,3,9,0,0,0,0,0,0,0,0,49,8,41,0
757,Woodford,2013,5200,Steffen Dr. J. R. ,Goodfield,61742,Animal Control,0,0,0,0,0,0,42,11,19,12,0,0,7,3,2,2,0,0,0,0,0,0,0,49,14,21,14
758,Vermilion,2013,5202,Vermilion County Animal Shelter,Danville,61834,Animal Control,194,235,40,68,0,93,958,429,187,136,182,102,918,108,16,477,326,0,30,0,0,0,0,1906,537,203,613
759,Coles,2013,5242,Coles County Animal Shelter,Charleston,61920,Animal Control,0,0,0,0,0,867,867,368,238,218,43,815,815,176,11,596,32,0,0,0,0,0,0,1682,544,249,814
760,Rock Island,2013,5297,Quad City Animal Welfare Center,Milan,61264,Animal Shelter,326,73,103,117,0,41,409,399,6,4,41,96,251,220,15,16,96,0,2,2,0,0,0,662,621,21,20
761,Lawrence,2013,5422,Lawrence County Animal Control,Lawrenceville,62439,Animal Control,0,0,0,0,0,5,87,6,27,10,1,2,44,1,0,18,0,0,0,0,0,0,0,131,7,27,28
762,Iroquois,2013,5477,Village of Onarga,Onarga,60955,Animal Control,0,0,0,0,0,0,11,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,3
763,Lee,2013,5490,"Sauk Valley Humane Society, Inc.",Mendota,61342,Animal Shelter,2,0,3,0,0,0,10,2,3,0,5,0,15,5,7,8,50,0,0,0,0,0,0,25,7,10,8
764,Adams,2013,5531,Adams County Animal Shelter,Quincy,62305,Animal Control,0,0,0,0,0,0,161,68,86,7,0,0,2,2,0,0,0,0,0,0,0,0,0,163,70,86,7
765,Mason,2013,5567,Village of Manito,Manito,61546,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,Williamson,2013,5619,Williamson County Animal Control,Marion,62959,Animal Control,0,0,0,0,0,25,583,315,143,113,25,0,26,0,0,26,0,0,2,0,0,2,0,611,315,143,141
767,Adams,2013,5700,Quincy Humane Society,Quincy,62305,Animal Shelter,0,0,0,0,0,27,402,409,0,2,27,24,364,323,0,26,34,0,0,0,0,0,0,766,732,0,28
768,Madison,2013,5747,Alton Animal Control Center,Alton,62002,Animal Control,0,0,0,0,0,0,270,68,41,161,0,0,361,6,1,354,0,0,269,0,0,269,0,900,74,42,784
769,Mason,2013,5760,City of Havana,Havana,62644,Animal Control,0,0,0,0,0,0,10,0,28,0,38,0,56,0,6,0,62,0,1,0,0,0,0,67,0,34,0
770,Hamilton,2013,5801,City of Mcleansboro,Mcleansboro,62859,Animal Control,0,0,0,0,0,2,39,33,2,4,3,0,0,0,0,4,0,0,0,0,0,0,0,39,33,2,8
771,Monroe,2013,6034,Monroe County Animal Pound,Waterloo,62298,Animal Control,0,0,0,0,0,115,115,66,36,13,0,134,134,47,13,74,0,0,0,0,0,0,0,249,113,49,87
772,Lee,2013,6062,Granny Rose Animal Shelter,Dixon,61021,Animal Shelter,0,0,0,0,0,18,93,95,0,0,16,34,46,53,1,4,22,0,0,0,0,0,0,139,148,1,4
773,Macoupin,2013,6098,Macoupin County Adopt-A-Pet,Benld,62009-1448,Animal Shelter,0,0,0,0,0,63,376,351,6,0,82,44,211,209,1,0,45,0,0,0,0,0,0,587,560,7,0
774,St. Clair,2013,6311,Marissa Animal Control,Marissa,62257,Animal Control,0,0,0,0,0,0,39,0,15,0,0,0,53,0,2,0,0,0,0,0,0,0,0,92,0,17,0
775,Henry,2013,6355,Henry Co. Humane Society Kewanee Chapter,Kewanee,61443,Animal Shelter,0,0,0,0,0,8,80,69,0,1,18,125,105,100,0,20,110,0,0,0,0,0,0,185,169,0,21
776,Rock Island,2013,6357,"Animal Aid Humane Society, Inc.",Moline,61265,Animal Shelter,0,0,0,0,0,5,11,5,0,0,4,90,104,75,0,0,88,0,0,0,0,0,0,115,80,0,0
777,Madison,2013,6418,Highland Animal Shelter,Highland,62249,Animal Shelter,0,0,0,0,0,18,84,78,1,0,23,70,211,177,1,0,103,0,0,0,0,0,0,295,255,2,0
778,Macon,2013,6479,Humane Society of Decatur/Macon Co,Decatur,62526,Animal Shelter,0,0,0,0,0,9,76,80,2,2,1,33,62,58,0,1,36,0,0,0,0,0,0,138,138,2,3
779,Stephenson,2013,6480,Friends Forever Humane Society,Freeport,61032,Animal Shelter,0,0,0,0,0,21,266,224,17,1,26,25,155,117,2,4,42,0,2,0,0,2,0,423,341,19,7
780,Cumberland,2013,6512,Cumberland County Animal Control,Toledo,62468,0,0,0,0,0,0,6,76,48,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,76,48,28,6
781,Clark,2013,6577,Bender's Townhouse Kennels,West Union,62477,Animal Control,0,0,0,0,0,0,231,147,65,14,5,0,0,0,0,0,0,0,0,0,0,0,0,231,147,65,14
782,Madison,2013,6613,Metro East Humane Society,Edwardsville,62025,Animal Shelter,285,133,162,146,0,6,423,418,0,0,11,14,301,308,0,0,21,0,0,0,0,0,0,724,726,0,0
783,Randolph,2013,6713,Chester City Pound,Chester,62233,Animal Control,0,0,0,0,0,4,171,97,72,0,3,0,0,0,0,0,0,0,0,0,0,0,0,171,97,72,0
784,Pope,2013,6793,Pope County Animal Pound,Golconda,62938,Animal Control,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
785,Pulaski,2013,6935,Mound City Animal Pound,Mound City,62963,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,Randolph,2013,6969,Randolph County Animal Control,Sparta,62286,Animal Control,0,0,0,0,0,0,137,74,47,16,0,0,42,15,5,22,0,0,0,0,0,0,0,179,89,52,38
787,White,2013,7123,Grayville City Dog Pound,Grayville,62844,Animal Control,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0
788,Boone,2013,7126,Roscoe Animal Retreat,Roscoe,61073,Animal Shelter,0,0,0,0,0,12,6,2,4,0,6,200,11,10,1,0,200,0,0,0,0,0,0,17,12,5,0
789,Pulaski,2013,7146,City of Mounds,Mounds,62964,Animal Control,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10
790,Shelby,2013,7147,Village of Tower Hill,Tower Hill,62571,Animal Control,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
791,Randolph,2013,7376,Evansville Dog Pound,Evansville,62242,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,Wayne,2013,7575,Wayne County Humane Society,Fairfield,62837,0,137,36,21,91,0,29,407,173,96,145,22,14,294,112,3,33,60,0,0,0,0,0,0,701,285,99,178
793,Whiteside,2013,7583,Whiteside County Pound,Rock Falls,61071,Animal Control,0,0,0,0,0,0,352,43,185,93,0,0,182,5,4,126,0,0,0,0,0,0,0,534,48,189,219
794,Randolph,2013,7619,Tilden Animal Control,Tilden,62292,0,0,0,0,0,0,0,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5,1
795,Union,2013,7641,Union County Animal Control,Cobden,62920,Animal Control,0,0,0,0,0,18,320,42,27,15,20,42,108,20,3,5,58,0,4,0,4,0,0,432,62,34,20
796,Randolph,2013,7682,Steelville Animal Control,Steeleville,62288,Animal Control,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,4,0,0,0,0,0,0,0,10,0,6,4
797,Grundy,2013,7683,Grundy County Humane Society,Coal City,60416,Animal Shelter,0,0,0,0,0,1,19,20,0,0,0,2,4,6,0,0,0,0,0,0,0,0,0,23,26,0,0
798,Edwards,2013,7794,Albion Animal Pound,Albion,62806-1016,Animal Control,0,0,0,0,0,0,72,0,12,60,0,0,20,0,0,20,0,0,22,0,0,0,0,114,0,12,80
799,Knox,2013,7871,Knox County Humane Society,Galesburg,61401,0,0,0,0,0,0,0,0,700,384,100,26,0,0,446,244,2,3,0,0,0,0,0,0,0,1146,628,102
800,Shelby,2013,7889,City of Windsor,Windsor,61957,Animal Control,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3
801,Macon,2013,7909,Prairieland Animal Welfare,Decatur,62521,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,0,0,0,0,0,0,8,4,0,0
802,Clark,2013,7961,Baird's Pound,Martinsville,62442,Animal Control,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0
803,LaSalle,2013,8073,"Pet Project, Inc.",Marseilles,61341,Animal Shelter,0,0,0,0,0,19,116,117,1,1,16,23,104,107,0,2,18,0,0,0,0,0,0,220,224,1,3
804,Bureau,2013,8180,"Friends of Strays, Inc.",Princeton,61356,Animal Shelter,51,16,123,59,0,29,79,67,0,2,39,371,180,182,0,26,343,0,0,0,0,0,0,259,249,0,28
805,Christian,2013,8278,City of Assumption,Assumption,62510,Animal Control,0,0,0,0,0,0,10,0,7,3,0,0,5,0,4,1,0,0,8,0,0,8,0,23,0,11,12
806,Williamson,2013,8392,Herrin Animal Control,Herrin,62948,Animal Control,0,0,0,0,0,0,58,32,16,0,156,141,28,0,11,0,158,0,0,0,0,0,0,86,32,27,0
807,Greene,2013,8432,White Hall Animal Control,White Hall,62092,Animal Control,0,0,0,0,0,0,18,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,12,0
808,Cumberland,2013,8443,Neoga Animal Shelter,Neoga,62447,Animal Control,0,0,0,0,0,0,13,0,11,0,0,0,7,0,7,0,0,0,0,0,0,0,0,20,0,18,0
809,Knox,2013,8448,Knoxville Animal Control,Knoxville,61448,Animal Control,0,0,0,0,0,0,17,0,17,0,0,0,3,0,3,0,0,0,0,0,0,0,0,20,0,20,0
810,Grundy,2013,8514,Just Animals Placement Service,Mazon,60444,Animal Shelter,18,5,81,224,0,16,28,23,0,0,5,37,343,342,2,1,35,0,0,0,0,0,0,371,365,2,1
811,Hardin,2013,8564,City of Rosiclare,Rosiclare,62982,Animal Control,0,0,0,0,0,0,21,3,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,3,17,0
812,Lee,2013,8565,City of Amboy,Amboy,61310,0,0,0,0,0,0,0,30,2,28,0,0,0,8,3,0,5,0,0,0,0,0,0,0,38,5,28,5
813,Moultrie,2013,8566,Village of Arthur,Arthur,61911,Animal Control,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
814,Will,2013,8568,Homes for Huskies,Lockport,60441,Animal Shelter,15,1,0,0,0,3,13,11,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,1
815,Lawrence,2013,8603,Lawrence County Humane Society (Cats),Lawrenceville,62439,0,0,0,0,0,0,0,0,0,0,0,0,78,65,10,0,36,80,0,0,0,0,0,0,65,10,0,36
816,Richland,2013,8645,Humane Society of Olney Area,Olney,62450,0,0,0,0,0,0,0,89,51,36,2,0,0,101,56,42,3,0,0,0,0,2,0,0,190,107,80,5
817,Greene,2013,8675,The Dog P.E.N.,Roodhouse,62082,Animal Shelter,55,11,140,38,0,12,66,66,0,0,12,0,178,178,0,0,0,0,0,0,0,0,0,244,244,0,0
818,Madison,2013,8699,East Alton Animal Control,East Alton,62024,Animal Control,0,0,0,0,0,0,41,0,20,20,0,0,68,0,2,66,0,0,0,0,0,0,0,109,0,22,86
819,Coles,2013,8779,Kieffer's K-9 Country Club,Mattoon,61938,Animal Shelter,0,0,0,0,0,5,0,4,0,1,0,38,0,18,0,2,18,0,0,0,0,0,0,0,22,0,3
820,Brown,2013,8899,City of Mt. Sterling,Mt. Sterling,62353,Animal Control,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0
821,Moultrie,2013,8900,Moultrie County Animal Control,Sullivan,61951,Animal Control,0,0,0,0,0,4,114,49,42,25,2,0,34,22,0,9,3,0,0,0,0,0,0,148,71,42,34
822,Crawford,2013,8940,Crawford County Humane Society,Robinson,62454,Animal Control Facility,55,13,15,6,1,71,545,68,93,46,63,355,356,21,0,47,487,0,0,0,0,0,0,901,89,93,93
823,Putnam,2013,8979,Village of Granville,Granville,61326,Animal Control,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0
824,Pike,2013,8996,Pike County Animal Control,Pittsfield,62363,Animal Control,0,0,0,0,0,27,89,45,17,11,43,11,9,6,0,5,9,0,0,0,0,0,0,98,51,17,16
825,Douglas,2013,9011,City of Arcola,Arcola,61910-0215,Animal Control,0,0,0,0,0,0,15,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,10,0
826,Will,2013,9040,Humane Have Animal Shelter,Bolingbrook,60440,0,0,0,0,0,0,7,9,10,0,3,3,24,96,111,0,2,7,0,0,0,0,0,0,105,121,0,5
827,Livingston,2013,9427,Livingston County Humane Society,Pontiac,61764,Animal Shelter,0,0,0,0,0,26,84,104,0,2,10,58,79,82,0,1,56,0,0,0,0,0,0,163,186,0,3
828,Jo Daviess,2013,9465,Safe Haven Humane Society,Elizabeth,61028,Animal Shelter,0,0,0,0,0,10,96,96,2,0,8,12,76,71,0,3,14,0,0,0,0,0,0,172,167,2,3
829,Kendall,2013,9577,"Recycled Rotts, Inc.",Oswego,60543,0,0,0,0,0,0,0,172,165,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,172,165,0,7
830,Fulton,2013,9650,Humane Society of Fulton County,Canton,61520,Animal Shelter,0,0,0,0,0,8,396,266,117,5,16,23,560,439,2,2,140,0,0,0,0,0,0,956,705,119,7
831,Will,2013,9742,Shih Tzu Rescue,Homer Glen,60491,Animal Shelter,0,0,0,0,0,15,27,17,1,4,20,0,0,0,0,0,0,0,0,0,0,0,0,27,17,1,4
832,Fayette,2013,9936,Fayette County Animal Control,Vandalia,62471,Animal Control,0,0,0,0,0,10,155,54,16,75,10,2,75,10,0,63,4,0,0,0,0,0,0,230,64,16,138
833,Dekalb,2013,9944,Recycling Animals in Need (R.A.I.N.),Hinckley,60520,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,2,0,0,0
834,Bureau,2013,9990,Bureau County Animal Control,Princeton,61356,Animal Control,0,0,0,0,0,0,53,29,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,53,29,14,10
835,Warren,2013,10075,"Western Illinois Animal Rescue, Inc.",Monmouth,61462,Animal Shelter,0,0,0,0,0,2,21,17,0,1,3,33,90,60,0,5,58,0,0,0,0,0,0,111,77,0,6
836,Whiteside,2013,10093,Village of Tampico,Tampico,61283,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,Massac,2013,10102,Village of Joppa,Joppa,62953,Animal Control,0,0,0,0,0,0,10,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,2
838,Brown,2013,10161,Village of Versailles,Versailles,62378,0,1,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0
839,Marshall,2013,10171,"Animal Recycling Kennel H.S., LTD",Lacon,61540,Animal Shelter,0,0,0,0,0,50,120,108,2,4,55,82,118,90,0,10,78,0,0,0,0,0,0,238,198,2,14
840,Macon,2013,10185,Homeward Bound Pet Shelter,Decatur,62526,Animal Shelter,0,0,0,0,0,26,276,264,4,1,33,22,86,67,0,0,41,0,2,2,0,0,0,364,333,4,1
841,LaSalle,2013,10281,"Illinois Valley Animal Rescue, Inc.",LaSalle,61301,Animal Shelter,0,0,0,0,0,55,352,235,84,26,62,318,499,228,8,225,356,0,0,0,0,0,0,851,463,92,251
842,Livingston,2013,10364,"Guardian Angel Basset Rescue, Inc.",Dwight,60420,Animal Shelter,145,0,0,0,0,6,150,145,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,150,145,0,5
843,Will,2013,10409,C.O.P.E.,Wilmington,60481,0,0,0,0,0,0,2,4,5,0,0,1,25,21,0,0,0,30,0,0,0,0,0,0,25,5,0,0
844,Woodford,2013,10437,City of El Paso,El Paso,61738,Animal Control,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0
845,Randolph,2013,10487,Randolph County Humane Society,Sparta,62286,Animal Shelter,0,0,0,0,0,14,90,69,6,8,21,4,26,18,0,2,10,0,0,0,0,0,0,116,87,6,10
846,Dekalb,2013,10584,Tails Humane Society,Dekalb,60115,Animal Shelter,675,677,294,397,0,182,1576,1352,70,82,112,116,902,691,59,157,76,15,130,108,0,4,18,2608,2151,129,243
847,Hancock,2013,10626,Hearts of Hancock Humane Society,Carthage,62321,Animal Shelter,0,0,0,0,0,4,13,14,0,0,3,22,14,11,0,1,24,0,0,0,0,0,0,27,25,0,1
848,Johnson,2013,10693,Goines Kennels,Vienna,62995,Animal Control,0,0,0,0,0,6,231,0,158,71,2,0,0,0,0,0,0,0,0,0,0,0,0,231,0,158,71
849,Will,2013,10853,"Suburban Sheltie Rescue, LTD",Homer Glen,60491,Animal Shelter,0,0,0,0,0,18,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
850,Scott,2013,10871,Scott County Dog Rescue,Winchester,62694,Animal Shelter,0,0,0,0,0,15,143,168,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,143,168,0,0
851,Sangamon,2013,10913,Illinois Humane,Springfield,62705,Animal Shelter,0,0,0,0,0,15,14,17,0,1,11,16,27,21,0,1,21,0,0,0,0,0,0,41,38,0,2
852,Kendall,2013,10937,"Western Irish Setter Club, Inc.",Minooka,60447,Animal Shelter,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
853,Champaign,2013,10984,Prairieland Anti-Cruelty Program,Champaign,61822,Kennel Operator & Animal Shelter,0,0,0,0,0,0,8,6,0,2,0,65,214,191,0,34,54,0,0,0,0,0,0,222,197,0,36
854,Madison,2013,10989,Partners for Pets Humane Society,St. Jacobs,62281,Animal Shelter,0,0,0,0,0,70,725,718,2,9,66,75,456,448,0,2,81,0,0,0,0,0,0,1181,1166,2,11
855,Peoria,2013,11004,Pets for Seniors,Brimfield,61517,0,0,0,0,0,0,0,37,37,0,0,0,11,159,161,1,1,15,0,0,0,0,0,0,196,198,1,1
856,Jasper,2013,11194,County of Jasper,Newton,62448,0,0,0,0,0,0,0,94,0,53,41,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,53,41
857,Will,2013,11247,Greater Chicago Caged Bird Clug,Villa Park,60181,Animal Shelter,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,24,332,233,0,7,69,332,233,0,7
858,Fayette,2013,11249,Second Chance Animal Rescue,Vandalia,62471,Animal Shelter,160,14,0,0,0,20,160,174,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,160,174,0,0
859,Coles,2013,11250,Genesis Animal Rescue,Matton,61938,Animal Shelter,0,0,0,0,0,18,37,49,1,1,1,7,33,32,1,0,7,0,0,0,0,0,0,70,81,2,1
860,Champaign,2013,11459,Wings of Wonder Avian Rescue,Mahomet,61853,Animal Shelter,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,40,15,15,0,0,40,15,15,0,0
861,Monroe,2013,11527,Humane Society of Monroe County,Red Bud,62278,0,0,0,0,0,0,38,187,180,4,16,44,90,182,149,2,15,45,0,0,0,0,0,0,369,329,6,31
862,Champaign,2013,11647,Champaign County Animal Services,Urbana,61820,Animal Control,0,0,0,0,0,0,923,215,369,339,0,0,753,419,34,300,0,0,40,29,2,9,0,1716,663,405,648
863,Mason,2013,11651,Pets Without Parents,Easton,62633,0,0,0,0,0,0,7,147,92,40,9,6,8,185,109,13,56,7,0,1,1,0,0,0,333,202,53,65
864,Kankakee,2013,11653,New Beginning for Cats,Bourbonnais,60914,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,99,314,258,0,66,130,0,0,0,0,0,0,314,258,0,66
865,Champaign,2013,11702,Catsnap,Rantoul,61866,Animal Shelter,0,0,0,0,0,0,2,1,1,0,0,47,110,129,2,2,28,0,0,0,0,0,0,112,130,3,2
866,Jefferson,2013,11881,Australian Cattle Dog Rescue of IL,Texico,62889,Animal Shelter,93,11,0,0,0,35,139,93,0,24,47,0,0,0,0,0,0,0,0,0,0,0,0,139,93,0,24
867,Carroll,2013,11883,"Heartland Pet Welfare, Inc.",Savanna,61074,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,53,123,107,0,2,67,0,0,0,0,0,0,123,107,0,2
868,Kendall,2013,11945,Greater Chicago Cavalier Rescue,Yorkville,60560,Animal Shelter,0,0,0,0,0,8,75,71,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,75,71,0,2
869,Rock Island,2013,12028,Rock Island County Animal Care & Control,Moline,61265,Animal Control,613,104,532,448,0,0,1871,717,720,426,0,0,1600,980,34,1008,0,0,41,18,0,21,0,3512,1715,754,1455
870,Jackson,2013,12038,St. Francis Care,Murphysboro,62966,Animal Shelter,0,0,0,0,0,54,541,447,10,80,58,18,194,164,8,14,26,0,0,0,0,0,0,735,611,18,94
871,Will,2013,12078,Bernese Mountain Dog Club of NI Rescue,Shorewood,60404,Animal Shelter,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
872,Henry,2013,12142,Henry Co. Humane Society Geneseo Chapter,Geneseo,61254,0,0,0,0,0,0,4,32,36,0,2,3,74,119,183,0,3,68,0,0,0,0,0,0,151,219,0,5
873,Boone,2013,12181,"Fresh Start Animal Rescue, Inc.",Belvidere,61008,Animal Shelter,102,310,66,97,0,24,417,412,0,3,26,18,198,163,0,4,49,0,1,1,0,0,0,616,576,0,7
874,Greene,2013,12195,Ghrist Vet Clinic--Carrollton Branch,Carrollton,62016,Animal Control,0,0,0,0,0,0,15,2,9,4,0,0,23,7,0,16,0,0,0,0,0,0,0,38,9,9,20
875,Clinton,2013,12630,Centralia Humane Society,Centralia,62801,Animal Shelter,0,0,0,0,0,34,77,78,8,2,39,50,44,44,6,6,50,0,0,0,0,0,0,121,122,14,8
876,Macon,2013,12676,Pet Tracks,Decatur,62526,Animal Shelter,0,0,2,0,0,0,0,0,0,0,0,48,3,2,0,1,48,0,0,0,0,0,0,3,2,0,1
877,Randolph,2013,12697,Gunner's Run Rescue,Ruma,62278,Animal Shelter,0,0,0,0,0,2,22,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,17,0,0
